"","date","depth_m","dataset_id","seaTemp","seaSal","seaPH","seaTCO2","seaTA","seaDO","seaChl","seaSi","seaNH4","seaNO3","seaNO2","seaPO3","distanceSho","huc8","ta_hucMean","ta_hucMax","ta_hucMin","numberRiv_15km","composite_fw_expose","flowYear_cfs","flowYear_m3s","distanceRiv","soilpH_hucMean","soilpH_hucMax","lat","lon","latInteger","year","month","day","upwell","upwellN"
"28",2007-05-28,40.5,24,8.181,33.97,NA,2207.3,2259.4,150.4,NA,41.51,NA,26.43,0.26,2.15,4.22905490124182,"18010109",2468.21052631579,5600,1110,14,7.30468566036837,1.869,0.0529240992,4687.72547259474,55.6792147676667,74,38.47,-123.25,38,2007,5,28,1.779,33.932
"29",2007-05-28,50.5,24,8.126,33.97,NA,2210.1,2260,140.2,NA,42.37,NA,26.84,0.26,2.22,4.22905490124182,"18010109",2468.21052631579,5600,1110,14,7.30468566036837,1.869,0.0529240992,4687.72547259474,55.6792147676667,74,38.47,-123.25,38,2007,5,28,1.779,33.932
"30",2007-05-28,59.3,24,8.09,33.98,NA,2211,2263.5,135.1,NA,42.49,NA,27.65,0.25,2.2,4.22905490124182,"18010109",2468.21052631579,5600,1110,14,7.30468566036837,1.869,0.0529240992,4687.72547259474,55.6792147676667,74,38.47,-123.25,38,2007,5,28,1.779,33.932
"31",2007-05-30,4.7,24,11.758,33.93,NA,2018.7,2280.4,346.4,NA,6.87,NA,2.2,0.05,0.29,6.60356832314213,"18060015",3538.62857142857,7560,480,4,3.08235238642582,33.12,0.937852416,7209.64170446205,62.319452125244,80,36.8,-121.87,37,2007,5,30,-0.414,-5.953
"32",2007-05-30,10,24,11.355,33.93,NA,2083,2272.9,295.2,NA,12.94,NA,7.64,0.14,0.83,6.60356832314213,"18060015",3538.62857142857,7560,480,4,3.08235238642582,33.12,0.937852416,7209.64170446205,62.319452125244,80,36.8,-121.87,37,2007,5,30,-0.414,-5.953
"33",2007-05-30,14.9,24,10.741,33.92,NA,2129.7,2264.3,233.4,NA,19.37,NA,13.76,0.21,1.28,6.60356832314213,"18060015",3538.62857142857,7560,480,4,3.08235238642582,33.12,0.937852416,7209.64170446205,62.319452125244,80,36.8,-121.87,37,2007,5,30,-0.414,-5.953
"34",2007-05-30,19.7,24,10.06,33.91,NA,2159,2259.3,200.6,NA,24.23,NA,18.11,0.26,1.68,6.60356832314213,"18060015",3538.62857142857,7560,480,4,3.08235238642582,33.12,0.937852416,7209.64170446205,62.319452125244,80,36.8,-121.87,37,2007,5,30,-0.414,-5.953
"35",2007-05-30,24.4,24,9.966,33.93,NA,2178.9,2257.5,171.3,NA,28.2,NA,21.03,0.27,1.88,6.60356832314213,"18060015",3538.62857142857,7560,480,4,3.08235238642582,33.12,0.937852416,7209.64170446205,62.319452125244,80,36.8,-121.87,37,2007,5,30,-0.414,-5.953
"36",2007-05-30,29.6,24,9.468,33.94,NA,2187.8,2255.6,156.9,NA,29.74,NA,22.74,0.25,1.97,6.60356832314213,"18060015",3538.62857142857,7560,480,4,3.08235238642582,33.12,0.937852416,7209.64170446205,62.319452125244,80,36.8,-121.87,37,2007,5,30,-0.414,-5.953
"37",2007-05-30,39.5,24,9.315,33.94,NA,2192.1,2253.2,146.6,NA,31.49,NA,24.03,0.21,2.01,6.60356832314213,"18060015",3538.62857142857,7560,480,4,3.08235238642582,33.12,0.937852416,7209.64170446205,62.319452125244,80,36.8,-121.87,37,2007,5,30,-0.414,-5.953
"38",2007-05-30,49.6,24,9.21,33.95,NA,2198,2250.9,141.5,NA,32.93,NA,25.19,0.19,2.03,6.60356832314213,"18060015",3538.62857142857,7560,480,4,3.08235238642582,33.12,0.937852416,7209.64170446205,62.319452125244,80,36.8,-121.87,37,2007,5,30,-0.414,-5.953
"39",2007-05-30,60,24,9.081,33.96,NA,2198.8,2250,133.8,NA,33.83,NA,25.77,0.17,2.05,6.60356832314213,"18060015",3538.62857142857,7560,480,4,3.08235238642582,33.12,0.937852416,7209.64170446205,62.319452125244,80,36.8,-121.87,37,2007,5,30,-0.414,-5.953
"40",2007-05-30,70.5,24,9.033,33.97,NA,2205,2253.5,128,NA,34.92,NA,25.99,0.19,2.09,6.60356832314213,"18060015",3538.62857142857,7560,480,4,3.08235238642582,33.12,0.937852416,7209.64170446205,62.319452125244,80,36.8,-121.87,37,2007,5,30,-0.414,-5.953
"41",2007-05-30,89.7,24,8.976,34,NA,2209.6,2254.7,127.6,NA,36.79,NA,26.88,0.18,2.14,6.60356832314213,"18060015",3538.62857142857,7560,480,4,3.08235238642582,33.12,0.937852416,7209.64170446205,62.319452125244,80,36.8,-121.87,37,2007,5,30,-0.414,-5.953
"42",2007-05-30,110.1,24,8.901,34.01,NA,2213.6,2255.3,116.4,NA,38.13,NA,27.23,0.2,2.19,6.60356832314213,"18060015",3538.62857142857,7560,480,4,3.08235238642582,33.12,0.937852416,7209.64170446205,62.319452125244,80,36.8,-121.87,37,2007,5,30,-0.414,-5.953
"43",2007-05-30,129.9,24,8.778,34.02,NA,2219.8,2255.4,105.7,NA,39.2,NA,27.61,0.21,2.23,6.60356832314213,"18060015",3538.62857142857,7560,480,4,3.08235238642582,33.12,0.937852416,7209.64170446205,62.319452125244,80,36.8,-121.87,37,2007,5,30,-0.414,-5.953
"44",2007-05-30,149.8,24,8.68,34.05,NA,2235.1,2258.9,79.2,NA,43.33,NA,28.56,0.31,2.42,6.60356832314213,"18060015",3538.62857142857,7560,480,4,3.08235238642582,33.12,0.937852416,7209.64170446205,62.319452125244,80,36.8,-121.87,37,2007,5,30,-0.414,-5.953
"45",2007-05-30,174.8,24,8.206,34.11,NA,2252.7,2268.6,62.1,NA,49.64,NA,30.53,0.3,2.53,6.60356832314213,"18060015",3538.62857142857,7560,480,4,3.08235238642582,33.12,0.937852416,7209.64170446205,62.319452125244,80,36.8,-121.87,37,2007,5,30,-0.414,-5.953
"46",2007-05-30,199.9,24,7.761,34.15,NA,2266.1,2277.9,50.4,NA,55.83,NA,32.17,0.28,2.63,6.60356832314213,"18060015",3538.62857142857,7560,480,4,3.08235238642582,33.12,0.937852416,7209.64170446205,62.319452125244,80,36.8,-121.87,37,2007,5,30,-0.414,-5.953
"47",2007-05-30,224.8,24,7.49,34.17,NA,2274.6,2284.6,44.4,NA,59.76,NA,33.3,0.26,2.67,6.60356832314213,"18060015",3538.62857142857,7560,480,4,3.08235238642582,33.12,0.937852416,7209.64170446205,62.319452125244,80,36.8,-121.87,37,2007,5,30,-0.414,-5.953
"48",2007-05-30,249.8,24,7.281,34.19,NA,2283.6,2289,39.8,NA,64.25,NA,34.16,0.24,2.75,6.60356832314213,"18060015",3538.62857142857,7560,480,4,3.08235238642582,33.12,0.937852416,7209.64170446205,62.319452125244,80,36.8,-121.87,37,2007,5,30,-0.414,-5.953
"49",2007-05-30,262,24,7.137,34.2,NA,2285.3,2287.6,38.7,NA,65.53,NA,34.44,0.23,2.77,6.60356832314213,"18060015",3538.62857142857,7560,480,4,3.08235238642582,33.12,0.937852416,7209.64170446205,62.319452125244,80,36.8,-121.87,37,2007,5,30,-0.414,-5.953
"50",2007-06-02,4.9,24,11.44,33.94,NA,2081.4,2270.5,278.2,NA,11.5,NA,9.42,0.19,0.66,8.76265352127272,"18060006",4890.35732323232,30400,711,5,0.177257259170354,1.121,0.0317431328,9701.01976667984,65.2680631897772,81,35.04,-120.74,35,2007,6,2,0.867,11.498
"51",2007-06-02,10.2,24,11.362,33.94,NA,2093.6,2268.6,266.9,NA,12.22,NA,10.62,0.2,0.7,8.76265352127272,"18060006",4890.35732323232,30400,711,5,0.177257259170354,1.121,0.0317431328,9701.01976667984,65.2680631897772,81,35.04,-120.74,35,2007,6,2,0.867,11.498
"52",2007-06-02,14.8,24,11.088,33.93,NA,2104.7,2267.7,256.8,NA,13.21,NA,11.66,0.22,0.8,8.76265352127272,"18060006",4890.35732323232,30400,711,5,0.177257259170354,1.121,0.0317431328,9701.01976667984,65.2680631897772,81,35.04,-120.74,35,2007,6,2,0.867,11.498
"53",2007-06-02,20,24,11.03,33.93,NA,2105.9,2268.1,255.6,NA,13.37,NA,11.76,0.22,0.82,8.76265352127272,"18060006",4890.35732323232,30400,711,5,0.177257259170354,1.121,0.0317431328,9701.01976667984,65.2680631897772,81,35.04,-120.74,35,2007,6,2,0.867,11.498
"54",2007-06-02,25.1,24,11.006,33.94,NA,2109,2270.7,254.6,NA,14.37,NA,12.26,0.23,0.85,8.76265352127272,"18060006",4890.35732323232,30400,711,5,0.177257259170354,1.121,0.0317431328,9701.01976667984,65.2680631897772,81,35.04,-120.74,35,2007,6,2,0.867,11.498
"55",2007-06-02,30,24,10.978,33.94,NA,2111.7,2265.3,252.8,NA,14.5,NA,12.6,0.24,0.87,8.76265352127272,"18060006",4890.35732323232,30400,711,5,0.177257259170354,1.121,0.0317431328,9701.01976667984,65.2680631897772,81,35.04,-120.74,35,2007,6,2,0.867,11.498
"56",2007-06-02,40.2,24,10.752,33.94,NA,2137.3,2263.1,219.4,NA,18.44,NA,14.86,0.28,1.15,8.76265352127272,"18060006",4890.35732323232,30400,711,5,0.177257259170354,1.121,0.0317431328,9701.01976667984,65.2680631897772,81,35.04,-120.74,35,2007,6,2,0.867,11.498
"57",2007-06-02,48.1,24,10.419,33.96,NA,2162.8,2264.5,190.2,NA,23.21,NA,17.58,0.31,1.52,8.76265352127272,"18060006",4890.35732323232,30400,711,5,0.177257259170354,1.121,0.0317431328,9701.01976667984,65.2680631897772,81,35.04,-120.74,35,2007,6,2,0.867,11.498
"58",2007-06-02,5.2,24,11.855,33.91,NA,2057.7,2276.1,304.9,NA,4.36,NA,6.52,0.22,0.39,4.70302458011259,"18060006",4890.35732323232,30400,711,9,0.290081889307148,1.121,0.0317431328,6012.50218417858,65.2680631897772,81,35.06,-120.69,35,2007,6,2,0.867,11.498
"59",2007-06-02,10.6,24,11.823,33.91,NA,2060.1,2269.1,303.8,NA,4.48,NA,6.63,0.22,0.4,4.70302458011259,"18060006",4890.35732323232,30400,711,9,0.290081889307148,1.121,0.0317431328,6012.50218417858,65.2680631897772,81,35.06,-120.69,35,2007,6,2,0.867,11.498
"60",2007-06-02,15.4,24,11.641,33.91,NA,2073.6,2278.7,295.9,NA,5.72,NA,7.62,0.23,0.49,4.70302458011259,"18060006",4890.35732323232,30400,711,9,0.290081889307148,1.121,0.0317431328,6012.50218417858,65.2680631897772,81,35.06,-120.69,35,2007,6,2,0.867,11.498
"61",2007-06-02,19.6,24,10.952,33.94,NA,2126.3,2269.5,234.4,NA,15.45,NA,13.57,0.26,1.14,4.70302458011259,"18060006",4890.35732323232,30400,711,9,0.290081889307148,1.121,0.0317431328,6012.50218417858,65.2680631897772,81,35.06,-120.69,35,2007,6,2,0.867,11.498
"62",2007-06-02,24.3,24,10.303,33.97,NA,2165.3,2267.4,193.3,NA,23.56,NA,17.4,0.29,1.67,4.70302458011259,"18060006",4890.35732323232,30400,711,9,0.290081889307148,1.121,0.0317431328,6012.50218417858,65.2680631897772,81,35.06,-120.69,35,2007,6,2,0.867,11.498
"63",2007-06-04,4.9,24,16.319,33.79,NA,1942.4,2261.7,309,NA,4.32,NA,0.17,0.01,0.07,5.88512666484174,"18070104",7759.13020833333,39600,1228.66666666667,4,0.0173271378339637,0.038,0.0010760384,7144.44284767244,71.5098210639818,84,33.84,-118.46,34,2007,6,4,1.399,9.059
"64",2007-06-04,9.9,24,15.625,33.78,NA,2003.2,2262.1,269.2,NA,6.73,NA,0.91,0.06,0.18,5.88512666484174,"18070104",7759.13020833333,39600,1228.66666666667,4,0.0173271378339637,0.038,0.0010760384,7144.44284767244,71.5098210639818,84,33.84,-118.46,34,2007,6,4,1.399,9.059
"65",2007-06-04,15,24,14.341,33.75,NA,2063.1,2258.6,225.5,NA,9.3,NA,2.83,0.14,0.4,5.88512666484174,"18070104",7759.13020833333,39600,1228.66666666667,4,0.0173271378339637,0.038,0.0010760384,7144.44284767244,71.5098210639818,84,33.84,-118.46,34,2007,6,4,1.399,9.059
"66",2007-06-04,19.8,24,12.811,33.72,NA,2092,2257.6,210.5,NA,11.66,NA,4.59,0.23,0.67,5.88512666484174,"18070104",7759.13020833333,39600,1228.66666666667,4,0.0173271378339637,0.038,0.0010760384,7144.44284767244,71.5098210639818,84,33.84,-118.46,34,2007,6,4,1.399,9.059
"67",2007-06-04,25,24,11.865,33.72,NA,2154.6,2240.9,146,NA,16.41,NA,12.95,0.49,1.29,5.88512666484174,"18070104",7759.13020833333,39600,1228.66666666667,4,0.0173271378339637,0.038,0.0010760384,7144.44284767244,71.5098210639818,84,33.84,-118.46,34,2007,6,4,1.399,9.059
"68",2007-06-04,30.2,24,11.154,33.73,NA,2177.6,2253,121.5,NA,20.33,NA,18.24,0.58,1.68,5.88512666484174,"18070104",7759.13020833333,39600,1228.66666666667,4,0.0173271378339637,0.038,0.0010760384,7144.44284767244,71.5098210639818,84,33.84,-118.46,34,2007,6,4,1.399,9.059
"69",2007-06-04,40.8,24,10.591,33.78,NA,2189,2249.8,106.4,NA,23.76,NA,21.54,0.5,1.88,5.88512666484174,"18070104",7759.13020833333,39600,1228.66666666667,4,0.0173271378339637,0.038,0.0010760384,7144.44284767244,71.5098210639818,84,33.84,-118.46,34,2007,6,4,1.399,9.059
"70",2007-06-04,49.7,24,10.287,33.85,NA,2197.7,2249.4,93.2,NA,27.16,NA,23.43,0.43,2,5.88512666484174,"18070104",7759.13020833333,39600,1228.66666666667,4,0.0173271378339637,0.038,0.0010760384,7144.44284767244,71.5098210639818,84,33.84,-118.46,34,2007,6,4,1.399,9.059
"71",2007-06-04,61.4,24,9.896,33.96,NA,2200.7,2250.9,85.5,NA,30.01,NA,25.48,0.17,2.06,5.88512666484174,"18070104",7759.13020833333,39600,1228.66666666667,4,0.0173271378339637,0.038,0.0010760384,7144.44284767244,71.5098210639818,84,33.84,-118.46,34,2007,6,4,1.399,9.059
"72",2007-06-04,71.4,24,9.736,34.01,NA,2209.3,2255.4,80.9,NA,32.33,NA,25.79,0.15,2.12,5.88512666484174,"18070104",7759.13020833333,39600,1228.66666666667,4,0.0173271378339637,0.038,0.0010760384,7144.44284767244,71.5098210639818,84,33.84,-118.46,34,2007,6,4,1.399,9.059
"73",2008-10-17,0,38,14.1,34.33,NA,2478.64,2479.49,NA,NA,NA,NA,NA,NA,NA,0,"18050005",1971.75757575758,6400,60,30,1.61490289546417,0.603,0.0170750304,825.634809995682,61.4284765489768,84,38.105,-122.854,38,2008,10,17,0.343,3.667
"74",2008-10-17,0,38,15.96,33.95,NA,2467.42,2455.65,NA,NA,NA,NA,NA,NA,NA,0,"18050005",1971.75757575758,6400,60,30,1.16252538262018,1.33,0.037661344,786.694315481832,61.4284765489768,84,38.118,-122.867,38,2008,10,17,0.343,3.667
"75",2008-10-17,0,38,16.51,34.27,NA,2405.97,2398.47,NA,NA,NA,NA,NA,NA,NA,0,"18050005",1971.75757575758,6400,60,29,0.945345819168541,1.33,0.037661344,1720.36243748156,61.4284765489768,84,38.134,-122.878,38,2008,10,17,0.343,3.667
"76",2008-10-17,0,38,16.25,34.42,NA,2401.37,2332.54,NA,NA,NA,NA,NA,NA,NA,0.420543118149781,"18050005",1971.75757575758,6400,60,29,0.991859130044898,0.093,0.0026334624,1043.82951353834,61.4284765489768,84,38.147,-122.892,38,2008,10,17,0.343,3.667
"77",2008-10-17,0,38,16.17,34.05,NA,2425.28,2283.66,NA,NA,NA,NA,NA,NA,NA,0.504794668435546,"18050005",1971.75757575758,6400,60,29,1.05752566996781,1.711,0.0484500448,889.572499140555,61.4284765489768,84,38.161,-122.906,38,2008,10,17,0.343,3.667
"78",2008-10-17,5,38,16.72,34.41,NA,2411.29,2262.16,NA,NA,NA,NA,NA,NA,NA,0.504794668435546,"18050005",1971.75757575758,6400,60,29,1.05752566996781,1.711,0.0484500448,889.572499140555,61.4284765489768,84,38.161,-122.906,38,2008,10,17,0.343,3.667
"79",2008-10-17,0,38,13.37,33.74,NA,2407.4,2267.71,NA,NA,NA,NA,NA,NA,NA,0.611142205702721,"18050005",1971.75757575758,6400,60,27,1.11550647821773,0.137,0.0038794016,694.121962107819,61.4284765489768,84,38.176,-122.919,38,2008,10,17,0.343,3.667
"80",2008-10-17,5,38,14.12,33.77,NA,2414.97,2256.21,NA,NA,NA,NA,NA,NA,NA,0.611142205702721,"18050005",1971.75757575758,6400,60,27,1.11550647821773,0.137,0.0038794016,694.121962107819,61.4284765489768,84,38.176,-122.919,38,2008,10,17,0.343,3.667
"81",2008-10-17,0,38,12.14,33.65,NA,2391.63,2245.91,NA,NA,NA,NA,NA,NA,NA,0.648440566430807,"18050005",1971.75757575758,6400,60,24,1.40893959183806,0.232,0.0065694976,1413.48851631531,61.4284765489768,84,38.191,-122.933,38,2008,10,17,0.343,3.667
"82",2008-10-17,0,38,12.36,33.66,NA,2392.46,2244.73,NA,NA,NA,NA,NA,NA,NA,0.688348169350776,"18050005",1971.75757575758,6400,60,20,1.43813689603909,0.232,0.0065694976,2256.89808288444,61.4284765489768,84,38.205,-122.946,38,2008,10,17,0.343,3.667
"83",2008-10-17,0,38,12.26,33.66,NA,2382.62,2251.54,NA,NA,NA,NA,NA,NA,NA,0.315969904907245,"18050005",1971.75757575758,6400,60,19,1.26138750294226,0.273,0.0077304864,1348.23484232652,61.4284765489768,84,38.217,-122.963,38,2008,10,17,0.343,3.667
"84",2008-10-17,0,38,12.23,33.66,NA,2408.62,2243.69,NA,NA,NA,NA,NA,NA,NA,0.408147592915098,"18050005",1971.75757575758,6400,60,17,1.13642100940055,0.273,0.0077304864,2210.71047535449,61.4284765489768,84,38.231,-122.978,38,2008,10,17,0.343,3.667
"85",2008-12-03,0,38,NA,NA,NA,1607.15,1425.33,NA,NA,NA,NA,NA,NA,NA,0,"18050005",1971.75757575758,6400,60,29,4.78705251037237,0.488,0.0138185984,523.840847202632,61.4284765489768,84,38.091,-122.836,38,2008,12,3,1.606,11.384
"86",2008-12-03,0,38,12.69,32.06,NA,2490.27,2340.72,NA,NA,NA,NA,NA,NA,NA,0,"18050005",1971.75757575758,6400,60,30,1.61490289546417,0.603,0.0170750304,825.634809995682,61.4284765489768,84,38.105,-122.854,38,2008,12,3,1.606,11.384
"87",2008-12-03,0,38,13.04,33.32,NA,2481.94,2332.79,NA,NA,NA,NA,NA,NA,NA,0,"18050005",1971.75757575758,6400,60,30,1.16252538262018,1.33,0.037661344,786.694315481832,61.4284765489768,84,38.118,-122.867,38,2008,12,3,1.606,11.384
"88",2008-12-03,0,38,12.98,33.62,NA,2451.08,2323.72,NA,NA,NA,NA,NA,NA,NA,0,"18050005",1971.75757575758,6400,60,29,0.945345819168541,1.33,0.037661344,1720.36243748156,61.4284765489768,84,38.134,-122.878,38,2008,12,3,1.606,11.384
"89",2008-12-03,0,38,12.8,33.86,NA,2409.96,2321.66,NA,NA,NA,NA,NA,NA,NA,0.420543118149781,"18050005",1971.75757575758,6400,60,29,0.991859130044898,0.093,0.0026334624,1043.82951353834,61.4284765489768,84,38.147,-122.892,38,2008,12,3,1.606,11.384
